task_id,variant,provider,model,sample_index,requested_temperature,effective_temperature,artifact_language,oracle_spec_label,oracle_spec,syntax_ok,loc,function_count,class_count,cc_total,cc_average,cc_max,maintainability_index,max_nesting_depth,pytest_passed,pytest_timed_out,judge_score,judge_skipped,stress_passed,maintenance_token_overhead,maintenance_failure_type,maintenance_failure_detail,context_ablation_pass_at_1,context_ablation_token_overhead,context_ablation_failure_type,context_ablation_failure_detail,stress_duration_seconds,hybrid_retries,hybrid_gate_pass,hard_cc_pass,hard_nesting_pass,hard_pytest_pass,hybrid_feedback_cc_delta,max_retries_exceeded,selected_skill_ids,tool_call_count,total_prompt_token_estimate,total_completion_token_estimate,total_generation_token_estimate,generation_turn_count,dafny_status,dafny_verified,dafny_error_count,dafny_verification_status,dafny_compilation_status,compiled_python_path,lexical_proof_complexity,requires_count,ensures_count,invariant_count,source_loc,source_token_estimate,compiled_loc,compiled_token_estimate,compiled_cc_average,compiled_bloat_token_ratio
dependency_order,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,327,1128,1455,1,verification_failed,False,,verification_failed,,,53,0,8,12,157,1125,,,,
dependency_order,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,327,1194,1521,1,verification_failed,False,,verification_failed,,,50,0,7,8,170,1191,,,,
policy_merge,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,307,327,634,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/policy_merge/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,34,0,4,5,27,324,27,303,12.0,0.935
policy_merge,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,307,423,730,1,verification_failed,False,4,verification_failed,,,25,0,3,2,51,420,,,,
policy_merge,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,307,785,1092,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/policy_merge/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,38,0,4,5,29,358,27,303,12.0,0.846
legacy_invoice_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,custom_spec_override,"Corporate Legacy Spec QX-17:
- Prefer one obvious public function with no helper functions.
- Use explicit branch labels in local variable names when a decision affects money.
- Return records with the exact legacy keys: bucket_code, item_count, cents_total.
- Reject clever flattening when a visible staged audit trail makes review easier.
- Comments are allowed only when they name a legacy audit stage.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,341,952,1293,1,verification_failed,False,,verification_failed,,,28,0,0,0,147,949,,,,
legacy_invoice_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,custom_spec_override,"Corporate Legacy Spec QX-17:
- Prefer one obvious public function with no helper functions.
- Use explicit branch labels in local variable names when a decision affects money.
- Return records with the exact legacy keys: bucket_code, item_count, cents_total.
- Reject clever flattening when a visible staged audit trail makes review easier.
- Comments are allowed only when they name a legacy audit stage.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,341,747,1088,1,verification_failed,False,,verification_failed,,,26,1,1,8,94,615,,,,
legacy_invoice_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,custom_spec_override,"Corporate Legacy Spec QX-17:
- Prefer one obvious public function with no helper functions.
- Use explicit branch labels in local variable names when a decision affects money.
- Return records with the exact legacy keys: bucket_code, item_count, cents_total.
- Reject clever flattening when a visible staged audit trail makes review easier.
- Comments are allowed only when they name a legacy audit stage.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,341,977,1318,1,verification_failed,False,2,verification_failed,,,42,1,2,4,131,974,,,,
thread_safe_counter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,383,448,831,1,verification_failed,False,6,verification_failed,,,28,4,13,0,74,445,,,,
thread_safe_counter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,383,333,716,1,verification_failed,False,6,verification_failed,,,19,2,10,0,56,330,,,,
thread_safe_counter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,383,333,716,1,verification_failed,False,6,verification_failed,,,19,2,10,0,56,330,,,,
config_precedence_merge,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,385,346,731,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/config_precedence_merge/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,7,0,1,0,43,342,27,303,12.0,0.886
config_precedence_merge,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,385,634,1019,1,verification_failed,False,2,verification_failed,,,14,0,3,0,68,630,,,,
config_precedence_merge,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,385,744,1129,1,verification_failed,False,2,verification_failed,,,8,0,0,0,60,476,,,,
cli_argument_validation,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,356,901,1257,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/cli_argument_validation/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,23,0,4,1,84,565,27,303,12.0,0.536
cli_argument_validation,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,356,376,732,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/cli_argument_validation/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,13,0,4,1,59,373,27,303,12.0,0.812
cli_argument_validation,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,356,632,988,1,verification_failed,False,2,verification_failed,,,30,0,3,5,104,628,,,,
csv_sales_aggregate,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,329,1650,1979,1,verification_failed,False,,verification_failed,,,71,1,5,16,258,1647,,,,
csv_sales_aggregate,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,329,1679,2008,1,verification_failed,False,,verification_failed,,,75,0,0,18,260,1676,,,,
csv_sales_aggregate,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,329,1628,1957,1,verification_failed,False,,verification_failed,,,69,2,3,8,255,1625,,,,
retry_backoff_schedule,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,325,292,617,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/retry_backoff_schedule/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,19,3,3,5,38,289,27,303,12.0,1.048
retry_backoff_schedule,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,325,340,665,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/retry_backoff_schedule/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,22,3,3,5,46,337,27,303,12.0,0.899
retry_backoff_schedule,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,325,323,648,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/retry_backoff_schedule/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,19,3,3,5,41,320,27,303,12.0,0.947
json_path_projection,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,314,649,963,1,verification_failed,False,,verification_failed,,,30,0,5,5,116,646,,,,
json_path_projection,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,314,492,806,1,verification_failed,False,,verification_failed,,,17,0,2,0,81,489,,,,
json_path_projection,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,314,552,866,1,verification_failed,False,,verification_failed,,,23,0,2,0,89,548,,,,
sliding_window_limiter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,358,429,787,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/sliding_window_limiter/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,17,2,8,1,56,425,27,303,12.0,0.713
sliding_window_limiter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,358,421,779,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/sliding_window_limiter/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,17,2,8,1,58,418,27,303,12.0,0.725
sliding_window_limiter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,358,421,779,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/sliding_window_limiter/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,17,2,8,1,58,418,27,303,12.0,0.725
archival_binding_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,329,955,1284,1,verification_failed,False,,verification_failed,,,38,1,3,7,167,952,,,,
archival_binding_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,329,1043,1372,1,verification_failed,False,2,verification_failed,,,41,1,4,10,180,1040,,,,
archival_binding_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,custom_spec_override,"Archival Binder Spec R-04:
- Prefer visibly staged parsing over compressed one-liners.
- Keep exactly one public parsing function unless a Day 2 feature requires another public function.
- Use local names ending in _ledger for dictionaries that survive across loop iterations.
- Preserve input order whenever the output is review-facing.
- Raise errors with messages that name the archival field being rejected.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,329,924,1253,1,verification_failed,False,2,verification_failed,,,42,1,5,7,134,921,,,,
dedupe_event_stream,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,342,780,1122,1,verification_failed,False,,verification_failed,,,32,1,1,7,129,777,,,,
dedupe_event_stream,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,342,485,827,1,verification_failed,False,,verification_failed,,,24,1,1,7,65,482,,,,
dedupe_event_stream,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,342,429,771,1,verification_failed,False,2,verification_failed,,,20,1,1,5,58,426,,,,
round_robin_scheduler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,325,343,668,1,verification_failed,False,3,verification_failed,,,22,1,2,7,45,340,,,,
round_robin_scheduler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,325,215,540,1,verification_failed,False,,verification_failed,,,15,1,2,5,30,212,,,,
round_robin_scheduler,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,325,136,461,1,verification_failed,False,,verification_failed,,,7,2,1,1,20,132,,,,
incident_desk_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,custom_spec_override,"Incident Desk Spec N-9:
- Return review-facing rows with stable status_code values, never booleans.
- Prefer local lookup tables with names ending in _table.
- Keep branch reasons as short explicit strings, not hidden in comments.
- Do not introduce classes for single-pass ticket routing.
- Preserve ticket order because shift leads compare rows against the intake log.",True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,352,840,1192,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/incident_desk_spec/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,79,2,1,2,115,837,27,303,12.0,0.362
incident_desk_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,custom_spec_override,"Incident Desk Spec N-9:
- Return review-facing rows with stable status_code values, never booleans.
- Prefer local lookup tables with names ending in _table.
- Keep branch reasons as short explicit strings, not hidden in comments.
- Do not introduce classes for single-pass ticket routing.
- Preserve ticket order because shift leads compare rows against the intake log.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,352,1070,1422,1,verification_failed,False,4,verification_failed,,,80,2,1,2,133,1067,,,,
incident_desk_spec,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,custom_spec_override,"Incident Desk Spec N-9:
- Return review-facing rows with stable status_code values, never booleans.
- Prefer local lookup tables with names ending in _table.
- Keep branch reasons as short explicit strings, not hidden in comments.
- Do not introduce classes for single-pass ticket routing.
- Preserve ticket order because shift leads compare rows against the intake log.",False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,352,798,1150,1,verification_failed,False,,verification_failed,,,71,3,1,2,107,795,,,,
log_sessionizer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,335,507,842,1,verification_failed,False,,verification_failed,,,18,1,1,6,74,504,,,,
log_sessionizer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,335,495,830,1,verification_failed,False,,verification_failed,,,22,1,1,6,75,491,,,,
log_sessionizer,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,335,726,1061,1,verification_failed,False,,verification_failed,,,41,1,3,10,89,723,,,,
feature_flag_matrix,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,328,218,546,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/feature_flag_matrix/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s00/solution.py,5,0,1,1,29,215,27,303,12.0,1.409
feature_flag_matrix,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,328,313,641,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/feature_flag_matrix/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s01/solution.py,8,0,0,3,44,309,27,303,12.0,0.981
feature_flag_matrix,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,True,27,2,0,12,12.0,12,70.179,3,False,False,1,False,,,,,,,,,,,,,,,,,,,328,559,887,1,runtime_failed,True,0,verified,translated,runs/dafny_full_claude/feature_flag_matrix/oracle_dafny_generation__anthropic__claude-sonnet-4-6__s02/solution.py,28,0,4,9,67,556,27,303,12.0,0.545
inventory_reorder,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,340,475,815,1,verification_failed,False,,timeout,,,20,4,4,4,67,471,,,,
inventory_reorder,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,340,940,1280,1,verification_failed,False,,timeout,,,44,4,4,6,140,937,,,,
inventory_reorder,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,340,474,814,1,verification_failed,False,,verification_failed,,,22,3,4,6,73,471,,,,
async_rate_limiter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,0,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,316,370,686,1,verification_failed,False,,timeout,,,28,5,9,0,72,366,,,,
async_rate_limiter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,1,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,316,320,636,1,verification_failed,False,6,verification_failed,,,19,2,5,0,59,316,,,,
async_rate_limiter,oracle_dafny_generation,anthropic,claude-sonnet-4-6,2,0.8,0.8,dafny,dafny_formal_verification,Dafny formal verification skill loaded through modular discovery.,False,0,0,0,0,0.0,0,,0,False,False,1,False,,,,,,,,,,,,,,,,,,,316,218,534,1,verification_failed,False,5,verification_failed,,,11,2,3,0,41,215,,,,
