claim_bearing,created_at,decomposition_row_id,evaluator_ambiguity,failure_class,generator_failure,program_version,repair_failure,selector_failure,split,support_status,surface,task_id
True,2026-05-19T07:04:08Z,e6dbca6c5c737117fc,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,async_rate_limiter
True,2026-05-19T07:05:07Z,9ce71f34fcc33a6b75,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,timing_safe_compare
True,2026-05-19T07:06:11Z,f1d888f20ba4bbde2d,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,input_sanitizer
True,2026-05-19T07:07:07Z,0f06a67559216618d2,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,token_bucket_enforcer
True,2026-05-19T07:08:03Z,5331edf2745a71f985,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,audit_log_writer
True,2026-05-19T07:08:52Z,956e96bfd261b42996,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,permission_gate
True,2026-05-19T07:09:56Z,7e779a6e98f0a2f0cf,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,parser_validator_edges
True,2026-05-19T07:10:36Z,167f8983adb7bdde92,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,input_canonicalization
True,2026-05-19T07:11:15Z,95dd456f21602982f2,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,authorization_rule_sequence
True,2026-05-19T07:11:53Z,69d1a2a6d48998ddc9,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_absent,secure,config_schema_enforcement
True,2026-05-19T07:12:30Z,3ed7405af2663815e9,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,token_scope_checker
True,2026-05-19T07:13:06Z,86f3bd740b0e826eca,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,secure,redaction_policy_engine
True,2026-05-19T07:14:08Z,7693a12f3b07bdae66,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_absent,secure,webhook_signature_validator
True,2026-05-19T07:14:49Z,76a3d82f5df626f06c,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_absent,secure,rate_limit_key_builder
True,2026-05-19T08:20:03Z,c319a2c0da60ea4493,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,dev,support_absent,internal,policy_merge
True,2026-05-19T08:23:49Z,13826ec206d41124d7,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,dev,support_absent,internal,config_precedence_merge
True,2026-05-19T08:27:03Z,e1093b6d505dc8c134,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,dev,support_absent,internal,cli_argument_validation
True,2026-05-19T08:31:00Z,502bdcc837cc497408,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,dev,support_absent,internal,retry_backoff_schedule
True,2026-05-19T08:34:17Z,89904ef72e85cd1757,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,dev,support_absent,secure,safe_path_validation
True,2026-05-19T08:37:12Z,8cc6875924f1153ad0,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,dev,support_absent,secure,shell_argument_construction
True,2026-05-19T08:39:38Z,8ff200ca8d363b455e,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,dev,support_absent,secure,archive_extract_filter
True,2026-05-19T08:42:15Z,679ff206796ae259b6,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,dev,support_absent,secure,url_domain_allowlist
True,2026-05-19T08:46:40Z,61715337c18f445bad,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,sliding_window_limiter
True,2026-05-19T08:50:17Z,9202d02aa3526b9cd5,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,feature_flag_matrix
True,2026-05-19T08:54:07Z,31d3778ca6cc7cea07,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,async_rate_limiter
True,2026-05-19T08:57:31Z,5e5e78b0011817b7c2,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,timing_safe_compare
True,2026-05-19T09:00:57Z,29c8251c2107b032fb,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,input_sanitizer
True,2026-05-19T09:05:04Z,3075bb924a6ef0ccc0,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,token_bucket_enforcer
True,2026-05-19T09:08:42Z,61e063eb40b0fe9c4d,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,audit_log_writer
True,2026-05-19T09:12:09Z,2ef4735218a1097124,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,permission_gate
True,2026-05-19T09:17:06Z,6638f27ceeca6176ce,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,parser_validator_edges
True,2026-05-19T09:21:08Z,47b6720e95384019a7,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,input_canonicalization
True,2026-05-19T09:25:10Z,64193c5c698673e1d8,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,authorization_rule_sequence
True,2026-05-19T09:29:04Z,417f284af3da43b2bc,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_absent,secure,config_schema_enforcement
True,2026-05-19T09:33:37Z,30deebef14e339ac8a,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_present,secure,token_scope_checker
True,2026-05-19T09:37:51Z,16d6e66b287a0a8435,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_absent,secure,redaction_policy_engine
True,2026-05-19T09:42:22Z,e3f4ff8465cf939566,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_absent,secure,webhook_signature_validator
True,2026-05-19T09:46:30Z,873044341a5daf542f,False,selector_can_help_when_support_present,False,vericoding_research_v3,False,False,confirmatory,support_absent,secure,rate_limit_key_builder
True,2026-05-19T10:59:54Z,5dfa4d0b426dcfeacc,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,audit_trail_builder
True,2026-05-19T11:00:06Z,ff475382435c19e122,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,access_control_log
True,2026-05-19T11:00:17Z,85f5e1128b94040f6a,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,medical_intake_form
True,2026-05-19T11:00:29Z,226a96080f61da1058,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,financial_reconciler
True,2026-05-19T11:00:41Z,62f7a6e6b50c11bca8,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,resource_scope
True,2026-05-19T11:00:51Z,2ea65bdf25052df599,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,incident_desk_spec
True,2026-05-19T11:01:08Z,37984953920c4cc6be,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,archival_binding_spec
True,2026-05-19T11:01:20Z,b223446df81201ed0f,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,legacy_invoice_spec
True,2026-05-19T11:01:31Z,8f3de2430cf00c5b40,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,adversarial_spec
True,2026-05-19T11:01:42Z,e170a8063494b106db,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,spec_elicitation_stub
True,2026-05-19T11:01:53Z,1fc6c6a32c13a3d086,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,multiformat_serializer
True,2026-05-19T11:02:06Z,8039a4784b5ed6000f,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,state_diff_tracker
True,2026-05-19T11:02:19Z,c94fdf19e26a541552,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,event_correlator
True,2026-05-19T11:02:32Z,ede2bd17d50e577897,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,retry_state_machine
True,2026-05-19T11:02:43Z,f93dc9605f094658eb,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,priority_queue_merger
True,2026-05-19T11:02:55Z,8577dc77870c32d08d,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,circuit_breaker
True,2026-05-19T11:03:11Z,d556ce7013b4be5490,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,ttl_cache
True,2026-05-19T11:03:23Z,11b57469be1c9bb880,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,schema_coercer
True,2026-05-19T11:03:34Z,7204947ea18b154af3,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,csv_sales_aggregate
True,2026-05-19T11:03:48Z,bb8f9167fa158b6e01,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,json_path_projection
True,2026-05-19T11:04:00Z,0445dd310d2013598c,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,thread_safe_counter
True,2026-05-19T11:04:48Z,a0c557b5304613a2d4,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,paginated_api_cursor
True,2026-05-19T11:07:38Z,c105dd0ab2ded569ed,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,dependency_order
True,2026-05-19T11:10:39Z,8f3f866285ccd4ff5f,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,expansion,expansion_not_primary,internal,event_windows
True,2026-05-19T12:15:55Z,a07e3794e4d5ecff9c,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,sliding_window_limiter
True,2026-05-19T12:19:34Z,692cfac3ac70c01f3d,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,feature_flag_matrix
True,2026-05-19T12:24:42Z,5108ed367732226104,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,async_rate_limiter
True,2026-05-19T12:28:52Z,8097ff5dc11473e8af,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,timing_safe_compare
True,2026-05-19T12:32:34Z,f5db8e514ac55e5240,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,input_sanitizer
True,2026-05-19T12:36:59Z,fd24d98194f35e618d,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,token_bucket_enforcer
True,2026-05-19T12:40:48Z,1d17a04c54a4825095,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_absent,internal,audit_log_writer
True,2026-05-19T12:44:04Z,3d13bf0771ac56e222,False,no_good_candidate_in_pool,True,vericoding_research_v3,True,False,confirmatory,support_present,internal,permission_gate
