candidate_rows,claim_bearing,created_at,has_hidden_correct_candidate,has_regression_clean_candidate,has_secure_clean_candidate,pool_regime,program_version,split,support_at_k,support_per_1k_output_tokens,support_per_candidate,support_per_usd,support_row_id,support_status,surface,task_id,total_cost_usd,total_output_tokens
3,True,2026-05-19T06:58:11Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,d1170068c61b404287,support_absent,internal,policy_merge,0.002725,492
3,True,2026-05-19T06:58:38Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,f032574c2f1bba0262,support_absent,internal,config_precedence_merge,0.006566,1311
3,True,2026-05-19T06:59:01Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,88f101a18c1b9134c2,support_absent,internal,cli_argument_validation,0.006242,1239
3,True,2026-05-19T06:59:22Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,3e6217dd941cded6ad,support_absent,internal,retry_backoff_schedule,0.00309,562
3,True,2026-05-19T06:59:42Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,dev,True,0.754148,0.333333,154.344806,a696a179a8ebafd196,support_absent,secure,safe_path_validation,0.006479,1326
3,True,2026-05-19T07:00:04Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,dev,True,0.529101,0.333333,111.049417,6b793d4304f6fb7d7d,support_absent,secure,shell_argument_construction,0.009005,1890
3,True,2026-05-19T07:00:25Z,False,False,False,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,5c6badd1edc88bca75,support_absent,secure,archive_extract_filter,0.007984,1662
3,True,2026-05-19T07:00:44Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,dev,True,0.712251,0.333333,146.670578,d3b2635ca02c7bed91,support_absent,secure,url_domain_allowlist,0.006818,1404
4,True,2026-05-19T07:02:03Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,399b49e4a2f02eaaf1,support_absent,internal,sliding_window_limiter,0.005765,1096
4,True,2026-05-19T07:03:06Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,7569c501407ba209aa,support_absent,internal,feature_flag_matrix,0.003961,711
4,True,2026-05-19T07:04:08Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,a8d0506462ee606d24,support_present,internal,async_rate_limiter,0.004631,871
4,True,2026-05-19T07:05:07Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,3769c40e30c76f40ef,support_present,internal,timing_safe_compare,0.003055,534
4,True,2026-05-19T07:06:11Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,cbb3d54542c8fa0a62,support_absent,internal,input_sanitizer,0.003051,538
4,True,2026-05-19T07:07:07Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,1a821b40bb641f7a15,support_present,internal,token_bucket_enforcer,0.006786,1361
4,True,2026-05-19T07:08:03Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,07f27b27841bb24416,support_absent,internal,audit_log_writer,0.002966,513
4,True,2026-05-19T07:08:52Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,cf2951700cd8f20cc0,support_present,internal,permission_gate,0.002355,382
4,True,2026-05-19T07:09:56Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.239349,0.25,51.361068,02113ae2cc6d761d97,support_present,secure,parser_validator_edges,0.01947,4178
4,True,2026-05-19T07:10:36Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.455996,0.25,94.92169,4fb8b55a3624927e8a,support_present,secure,input_canonicalization,0.010535,2193
4,True,2026-05-19T07:11:15Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.380373,0.25,79.827572,39db853e3d01843ef9,support_present,secure,authorization_rule_sequence,0.012527,2629
4,True,2026-05-19T07:11:53Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.316356,0.25,67.145639,c1561c6185719bc121,support_absent,secure,config_schema_enforcement,0.014893,3161
4,True,2026-05-19T07:12:30Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.261849,0.25,56.044387,27f5069cd882192130,support_present,secure,token_scope_checker,0.017843,3819
4,True,2026-05-19T07:13:06Z,False,False,False,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,442014647226bc68d5,support_absent,secure,redaction_policy_engine,0.014196,3002
4,True,2026-05-19T07:14:08Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.315557,0.25,66.925445,b39b5009c07f36531a,support_absent,secure,webhook_signature_validator,0.014942,3169
4,True,2026-05-19T07:14:49Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.301932,0.25,64.139568,09d9f1fd7d91250128,support_absent,secure,rate_limit_key_builder,0.015591,3312
24,True,2026-05-19T08:20:03Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,02e7b022c1f0b3311c,support_absent,internal,policy_merge,0.025143,4660
24,True,2026-05-19T08:23:49Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,3635502e77f18f419c,support_absent,internal,config_precedence_merge,0.053735,10738
24,True,2026-05-19T08:27:03Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,05cb0bbd1dbaa4374c,support_absent,internal,cli_argument_validation,0.055323,11091
24,True,2026-05-19T08:31:00Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,dev,False,0.0,0.0,0.0,a1a32ec4b39728cacc,support_absent,internal,retry_backoff_schedule,0.027077,5003
24,True,2026-05-19T08:34:17Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,dev,True,0.07397,0.041667,15.383195,170ae4441e4c2f4a69,support_absent,secure,safe_path_validation,0.065006,13519
24,True,2026-05-19T08:37:12Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,dev,True,0.061687,0.041667,12.982461,5c39f5a4765ed984ef,support_absent,secure,shell_argument_construction,0.077027,16211
24,True,2026-05-19T08:39:38Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,dev,True,0.086401,0.041667,17.793278,ef46642605e4a4508f,support_absent,secure,archive_extract_filter,0.056201,11574
24,True,2026-05-19T08:42:15Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,dev,True,0.074113,0.041667,15.432337,568670da436bb7de9d,support_absent,secure,url_domain_allowlist,0.064799,13493
32,True,2026-05-19T08:46:40Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,888da767fde7a8fdc5,support_absent,internal,sliding_window_limiter,0.050919,9817
32,True,2026-05-19T08:50:17Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,247580ebf990f393cc,support_absent,internal,feature_flag_matrix,0.037836,7039
32,True,2026-05-19T08:54:07Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,1aec51ddd0fd533559,support_present,internal,async_rate_limiter,0.040174,7649
32,True,2026-05-19T08:57:31Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,9a7370de2157095d81,support_present,internal,timing_safe_compare,0.024745,4327
32,True,2026-05-19T09:00:57Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,04d76ed8a4ef8f3440,support_absent,internal,input_sanitizer,0.02788,5061
32,True,2026-05-19T09:05:04Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,7546c05499cd04c3a0,support_present,internal,token_bucket_enforcer,0.058133,11730
32,True,2026-05-19T09:08:42Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,865411c60d1e637e96,support_absent,internal,audit_log_writer,0.030058,5497
32,True,2026-05-19T09:12:09Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,9f86af8a0eb832b659,support_present,internal,permission_gate,0.022318,3814
32,True,2026-05-19T09:17:06Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.029597,0.03125,6.350819,799e2ed7660d6caa78,support_present,secure,parser_validator_edges,0.15746,33787
32,True,2026-05-19T09:21:08Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.046692,0.03125,9.825885,a15bee0d2bf156e6d0,support_present,secure,input_canonicalization,0.101772,21417
32,True,2026-05-19T09:25:10Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.044494,0.03125,9.365927,986da980f1f55aa82e,support_present,secure,authorization_rule_sequence,0.10677,22475
32,True,2026-05-19T09:29:04Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.049826,0.03125,10.445828,fa02c968a2acd8c6bd,support_absent,secure,config_schema_enforcement,0.095732,20070
32,True,2026-05-19T09:33:37Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.03523,0.03125,7.515689,05113e4b2951d23dc3,support_present,secure,token_scope_checker,0.133055,28385
32,True,2026-05-19T09:37:51Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.037655,0.03125,7.995586,cd257cebe888cd711a,support_absent,secure,redaction_policy_engine,0.125069,26557
32,True,2026-05-19T09:42:22Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.037587,0.03125,7.984797,afed0b4405d336c704,support_absent,secure,webhook_signature_validator,0.125238,26605
32,True,2026-05-19T09:46:30Z,True,True,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,True,0.040912,0.03125,8.654038,5edd65e766b3194448,support_absent,secure,rate_limit_key_builder,0.115553,24443
18,True,2026-05-19T10:59:54Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,897103e0195f3777de,expansion_not_primary,internal,audit_trail_builder,0.020328,3862
18,True,2026-05-19T11:00:06Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,66785ae7f75909675e,expansion_not_primary,internal,access_control_log,0.017751,3301
18,True,2026-05-19T11:00:17Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,6c2f121c24e832cad4,expansion_not_primary,internal,medical_intake_form,0.027064,5374
18,True,2026-05-19T11:00:29Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,972254ecab16dc1194,expansion_not_primary,internal,financial_reconciler,0.030949,6237
18,True,2026-05-19T11:00:41Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,34b5e89b22bbb2f5d2,expansion_not_primary,internal,resource_scope,0.018174,3434
18,True,2026-05-19T11:00:51Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,447d0c85dec462674f,expansion_not_primary,internal,incident_desk_spec,0.032479,6328
18,True,2026-05-19T11:01:08Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,9789a1c04795c067af,expansion_not_primary,internal,archival_binding_spec,0.028677,5609
18,True,2026-05-19T11:01:20Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,1a8a862679ee2635b0,expansion_not_primary,internal,legacy_invoice_spec,0.026057,4952
18,True,2026-05-19T11:01:31Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,da4f90c668b8d3dd7a,expansion_not_primary,internal,adversarial_spec,0.015189,2729
18,True,2026-05-19T11:01:42Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,08e4dbaba4b76ba79e,expansion_not_primary,internal,spec_elicitation_stub,0.012162,2047
18,True,2026-05-19T11:01:53Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,0fdad96d3252e59899,expansion_not_primary,internal,multiformat_serializer,0.038554,7906
18,True,2026-05-19T11:02:06Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,4967bd23c91dadf6b3,expansion_not_primary,internal,state_diff_tracker,0.021434,4125
18,True,2026-05-19T11:02:19Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,783ed8e25b47a10749,expansion_not_primary,internal,event_correlator,0.038699,7926
18,True,2026-05-19T11:02:32Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,c742f2ddeb7fb4cfb8,expansion_not_primary,internal,retry_state_machine,0.018296,3197
18,True,2026-05-19T11:02:43Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,105b7dbb7e0150b693,expansion_not_primary,internal,priority_queue_merger,0.017701,3339
18,True,2026-05-19T11:02:55Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,abd25a65fb341cd7bf,expansion_not_primary,internal,circuit_breaker,0.050757,10618
18,True,2026-05-19T11:03:11Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,92eb0e9a0411831a96,expansion_not_primary,internal,ttl_cache,0.039913,8211
18,True,2026-05-19T11:03:23Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,4cc5357815b5fb02e8,expansion_not_primary,internal,schema_coercer,0.017591,3235
18,True,2026-05-19T11:03:34Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,b3ecfa627b2927d4d4,expansion_not_primary,internal,csv_sales_aggregate,0.035839,7183
18,True,2026-05-19T11:03:48Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,b32c5c1bf5b7efdd81,expansion_not_primary,internal,json_path_projection,0.02268,4328
18,True,2026-05-19T11:04:00Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,c437540da66281a127,expansion_not_primary,internal,thread_safe_counter,0.024984,4642
18,True,2026-05-19T11:04:48Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,ae858081e57f58194f,expansion_not_primary,internal,paginated_api_cursor,0.01545,2772
18,True,2026-05-19T11:07:38Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,4036813b7e98e768ea,expansion_not_primary,internal,dependency_order,0.032602,6505
18,True,2026-05-19T11:10:39Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,expansion,False,0.0,0.0,0.0,3eb04b37912ac5ed2f,expansion_not_primary,internal,event_windows,0.02654,5084
24,True,2026-05-19T12:15:55Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,4ace6478b13bb69596,support_absent,internal,sliding_window_limiter,0.036912,7046
24,True,2026-05-19T12:19:34Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,c26289ce35f148d6a0,support_absent,internal,feature_flag_matrix,0.025633,4636
24,True,2026-05-19T12:24:42Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,b3f73256ab88407ac0,support_present,internal,async_rate_limiter,0.027221,5057
24,True,2026-05-19T12:28:52Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,057b81646ab04244ce,support_present,internal,timing_safe_compare,0.016687,2796
24,True,2026-05-19T12:32:34Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,7eb043297915a10295,support_absent,internal,input_sanitizer,0.020002,3561
24,True,2026-05-19T12:36:59Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,7322a9a8e39293ba3e,support_present,internal,token_bucket_enforcer,0.039518,7858
24,True,2026-05-19T12:40:48Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,bee2318f191d7222f3,support_absent,internal,audit_log_writer,0.019039,3311
24,True,2026-05-19T12:44:04Z,False,False,True,fixed_live_provider_bank,vericoding_research_v3,confirmatory,False,0.0,0.0,0.0,860a1f1ec2f570595a,support_present,internal,permission_gate,0.012251,1830
